INFO 2025-03-22 20:44:33,541 autoreload 16180 6204 Watching for file changes with StatReloader
INFO 2025-03-22 20:44:42,581 basehttp 16180 15028 "GET / HTTP/1.1" 200 3843
INFO 2025-03-22 20:44:42,903 basehttp 16180 15028 "GET /static/js/main.js HTTP/1.1" 304 0
INFO 2025-03-22 20:44:45,646 basehttp 16180 15028 "GET /login/ HTTP/1.1" 200 3051
INFO 2025-03-22 20:44:53,929 basehttp 16180 15028 "POST /login/ HTTP/1.1" 302 0
INFO 2025-03-22 20:44:53,941 basehttp 16180 15028 "GET /scanner/ HTTP/1.1" 200 4308
INFO 2025-03-22 20:44:53,990 basehttp 16180 15028 "GET /static/css/scanner.css HTTP/1.1" 304 0
INFO 2025-03-22 20:45:02,335 basehttp 16180 15028 "GET /perfil/ HTTP/1.1" 200 12496
INFO 2025-03-22 20:45:02,500 basehttp 16180 15028 "GET /static/css/perfil.css HTTP/1.1" 200 7401
INFO 2025-03-22 20:45:02,524 basehttp 16180 16792 "GET /media/perfiles/perfiles/user_1_20250319205208.jpeg HTTP/1.1" 200 82211
INFO 2025-03-22 20:45:06,669 basehttp 16180 16792 "GET / HTTP/1.1" 200 3977
INFO 2025-03-22 20:45:08,352 basehttp 16180 16792 "GET /scanner/ HTTP/1.1" 200 4152
INFO 2025-03-22 20:45:11,670 basehttp 16180 16792 "GET /perfil/ HTTP/1.1" 200 12496
INFO 2025-03-22 20:45:15,182 basehttp 16180 16792 "GET /scanner/ HTTP/1.1" 200 4152
INFO 2025-03-22 20:45:16,790 basehttp 16180 16792 "GET /perfil/ HTTP/1.1" 200 12496
INFO 2025-03-22 20:45:24,270 basehttp 16180 16792 "GET /logout/ HTTP/1.1" 302 0
INFO 2025-03-22 20:45:24,280 basehttp 16180 16792 "GET / HTTP/1.1" 200 4013
INFO 2025-03-27 11:58:53,408 autoreload 13260 13832 Watching for file changes with StatReloader
INFO 2025-03-27 11:59:12,283 basehttp 13260 11792 "GET / HTTP/1.1" 200 3843
INFO 2025-03-27 11:59:12,693 basehttp 13260 13548 "GET /static/img/icon-4.jpg HTTP/1.1" 304 0
INFO 2025-03-27 11:59:12,791 basehttp 13260 4656 "GET /static/js/main.js HTTP/1.1" 200 12164
INFO 2025-03-27 11:59:12,802 basehttp 13260 16096 "GET /static/img/icon-2.jpg HTTP/1.1" 304 0
INFO 2025-03-27 11:59:12,896 basehttp 13260 11792 "GET /static/css/style.css HTTP/1.1" 200 15708
INFO 2025-03-27 11:59:12,932 basehttp 13260 15340 "GET /static/img/icon-3.jpg HTTP/1.1" 304 0
INFO 2025-03-27 11:59:13,032 basehttp 13260 12444 "GET /static/img/icon-1.jpg HTTP/1.1" 304 0
INFO 2025-03-27 11:59:13,156 basehttp 13260 6596 "GET /static/img/icon-5.jpg HTTP/1.1" 304 0
INFO 2025-03-27 11:59:13,244 basehttp 13260 15320 "GET /static/img/icon-6.jpg HTTP/1.1" 304 0
INFO 2025-03-27 11:59:13,310 basehttp 13260 8452 "GET /static/img/icon-7.jpg HTTP/1.1" 304 0
INFO 2025-03-27 11:59:13,438 basehttp 13260 10016 "GET /static/img/icon-8.jpg HTTP/1.1" 304 0
WARNING 2025-03-27 11:59:13,726 log 13260 10016 Not Found: /favicon.ico
WARNING 2025-03-27 11:59:13,805 basehttp 13260 10016 "GET /favicon.ico HTTP/1.1" 404 7314
INFO 2025-03-27 11:59:22,395 basehttp 13260 10016 "GET /vision-mision/ HTTP/1.1" 200 2369
